gender;category;product;fabric_type;composition;usage_hint;co2_kg_per_kg
Men;Outerwear;Trençkot;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Outerwear;Trençkot;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Outerwear;Trençkot;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Outerwear;Trençkot;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Outerwear;Trençkot;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Outerwear;Trençkot;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Outerwear;Trençkot;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Outerwear;Trençkot;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Outerwear;Trençkot;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Outerwear;Trençkot;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Outerwear;Trençkot;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Outerwear;Trençkot;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Outerwear;Trençkot;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Outerwear;Trençkot;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Outerwear;Trençkot;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Outerwear;Trençkot;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Outerwear;Trençkot;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Outerwear;Trençkot;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Outerwear;Parka;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Outerwear;Parka;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Outerwear;Parka;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Outerwear;Parka;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Outerwear;Parka;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Outerwear;Parka;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Outerwear;Parka;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Outerwear;Parka;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Outerwear;Parka;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Outerwear;Parka;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Outerwear;Parka;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Outerwear;Parka;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Outerwear;Parka;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Outerwear;Parka;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Outerwear;Parka;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Outerwear;Parka;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Outerwear;Parka;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Outerwear;Parka;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Outerwear;Parka;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Outerwear;Parka;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Outerwear;Parka;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Outerwear;Parka;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Outerwear;Parka;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Outerwear;Parka;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Outerwear;Parka;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Outerwear;Parka;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Outerwear;Parka;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Outerwear;Parka;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Outerwear;Parka;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Outerwear;Parka;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Outerwear;Parka;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Outerwear;Parka;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Outerwear;Parka;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Outerwear;Parka;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Outerwear;Parka;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Outerwear;Parka;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Outerwear;Parka;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Outerwear;Parka;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Outerwear;Parka;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Outerwear;Parka;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Outerwear;Parka;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Outerwear;Parka;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Outerwear;Parka;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Outerwear;Mont / Kaban;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Outerwear;Mont / Kaban;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Outerwear;Mont / Kaban;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Outerwear;Mont / Kaban;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Outerwear;Mont / Kaban;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Outerwear;Mont / Kaban;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Outerwear;Mont / Kaban;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Outerwear;Mont / Kaban;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Outerwear;Mont / Kaban;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Outerwear;Mont / Kaban;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Outerwear;Mont / Kaban;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Outerwear;Mont / Kaban;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Outerwear;Mont / Kaban;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Outerwear;Mont / Kaban;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Outerwear;Mont / Kaban;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Outerwear;Mont / Kaban;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Outerwear;Mont / Kaban;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Outerwear;Mont / Kaban;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Outerwear;Mont / Kaban;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Outerwear;Mont / Kaban;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Outerwear;Mont / Kaban;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Outerwear;Mont / Kaban;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Outerwear;Mont / Kaban;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Outerwear;Mont / Kaban;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Outerwear;Mont / Kaban;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Outerwear;Mont / Kaban;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Outerwear;Mont / Kaban;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Outerwear;Mont / Kaban;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Outerwear;Mont / Kaban;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Outerwear;Mont / Kaban;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Outerwear;Mont / Kaban;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Outerwear;Mont / Kaban;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Outerwear;Mont / Kaban;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Outerwear;Mont / Kaban;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Outerwear;Mont / Kaban;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Outerwear;Mont / Kaban;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Outerwear;Mont / Kaban;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Outerwear;Mont / Kaban;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Outerwear;Mont / Kaban;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Outerwear;Mont / Kaban;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Outerwear;Mont / Kaban;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Outerwear;Mont / Kaban;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Outerwear;Mont / Kaban;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Outerwear;Palto;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Outerwear;Palto;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Outerwear;Palto;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Outerwear;Palto;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Outerwear;Palto;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Outerwear;Palto;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Outerwear;Palto;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Outerwear;Palto;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Outerwear;Palto;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Outerwear;Palto;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Outerwear;Palto;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Outerwear;Palto;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Outerwear;Palto;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Outerwear;Palto;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Outerwear;Palto;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Outerwear;Palto;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Outerwear;Palto;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Outerwear;Palto;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Outerwear;Palto;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Outerwear;Palto;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Outerwear;Palto;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Outerwear;Palto;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Outerwear;Palto;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Outerwear;Palto;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Outerwear;Palto;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Outerwear;Palto;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Outerwear;Palto;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Outerwear;Palto;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Outerwear;Palto;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Outerwear;Palto;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Outerwear;Palto;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Outerwear;Palto;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Outerwear;Palto;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Outerwear;Palto;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Outerwear;Palto;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Outerwear;Palto;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Outerwear;Palto;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Outerwear;Palto;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Outerwear;Palto;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Outerwear;Palto;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Outerwear;Palto;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Outerwear;Palto;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Outerwear;Palto;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Other;Pijama takımı;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Other;Pijama takımı;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Other;Pijama takımı;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Other;Pijama takımı;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Other;Pijama takımı;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Other;Pijama takımı;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Other;Pijama takımı;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Other;Pijama takımı;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Other;Pijama takımı;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Other;Pijama takımı;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Other;Pijama takımı;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Other;Pijama takımı;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Other;Pijama takımı;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Other;Pijama takımı;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Other;Pijama takımı;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Other;Pijama takımı;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Other;Pijama takımı;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Other;Pijama takımı;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Other;Pijama takımı;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Other;Pijama takımı;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Other;Pijama takımı;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Other;Pijama takımı;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Other;Pijama takımı;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Other;Pijama takımı;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Other;Pijama takımı;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Other;Pijama takımı;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Other;Pijama takımı;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Other;Pijama takımı;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Other;Pijama takımı;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Other;Pijama takımı;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Other;Pijama takımı;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Other;Pijama takımı;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Other;Pijama takımı;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Other;Pijama takımı;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Other;Pijama takımı;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Other;Pijama takımı;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Other;Pijama takımı;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Other;Pijama takımı;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Other;Pijama takımı;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Other;Pijama takımı;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Other;Pijama takımı;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Other;Pijama takımı;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Other;Pijama takımı;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
